timestep,base_station_id,users,demand,throughput,cell_load,avg_user_throughput,jains_fairness_index,congestion_ratio
20,1,20,95.79487130057326,75.2325903183122,0.7523259031831221,3.7616295159156103,0.8616730588358292,0.9579487130057326
21,1,20,115.75518164566209,85.54398068050159,0.8554398068050159,4.277199034025079,0.9234862747292641,1.157551816456621
22,1,20,99.11650506557416,76.72443689826406,0.7672443689826406,3.836221844913203,0.8777574289558158,0.9911650506557416
23,1,20,120.0745300632184,89.6477575210283,0.8964775752102829,4.482387876051415,0.9591160555930215,1.200745300632184
24,1,20,109.08448893450513,83.26957536952723,0.8326957536952723,4.163478768476361,0.9243207111083308,1.0908448893450513
25,1,20,119.44071741248935,80.95930822850313,0.8095930822850314,4.047965411425157,0.8908998457008129,1.1944071741248934
26,1,20,103.56962391127225,79.3548655115847,0.793548655115847,3.9677432755792355,0.88798061422257,1.0356962391127225
27,1,20,100.50416281071682,77.54675443054363,0.7754675443054363,3.8773377215271814,0.8883433916509215,1.0050416281071681
28,1,20,114.94525897993422,81.17154011523685,0.8117154011523685,4.058577005761842,0.8919778654265602,1.1494525897993422
29,1,20,95.58488631708212,75.00310783351506,0.7500310783351506,3.750155391675753,0.8772389876870667,0.9558488631708212
30,1,20,100.60120888451908,80.55774990655922,0.8055774990655923,4.0278874953279615,0.9260662859010245,1.0060120888451909
31,1,20,108.98323532936145,85.97194716147852,0.8597194716147852,4.298597358073926,0.9403446485241804,1.0898323532936145
32,1,20,105.17206356209714,77.16719635674048,0.7716719635674048,3.858359817837024,0.8946316672751761,1.0517206356209714
33,1,20,109.57942968121422,87.51106495466473,0.8751106495466473,4.375553247733237,0.9497774589039407,1.0957942968121421
34,1,20,96.72733942424996,73.62519126067225,0.7362519126067225,3.6812595630336125,0.8633100519947873,0.9672733942424996
35,1,20,107.25349325939987,81.23368823754362,0.8123368823754362,4.061684411877181,0.9098346827520996,1.0725349325939988
36,1,20,116.50306335111762,87.15318939464832,0.8715318939464832,4.3576594697324165,0.9517724183768468,1.1650306335111762
37,1,20,97.47377544013122,82.00806858897164,0.8200806858897164,4.100403429448582,0.9306449153838001,0.9747377544013122
38,1,20,113.73818012802488,81.00181381203315,0.8100181381203315,4.050090690601658,0.913586799783228,1.1373818012802488
39,1,20,106.48160797974859,80.06980977699477,0.8006980977699477,4.003490488849739,0.9107639093565502,1.064816079797486
40,1,20,104.61444494441666,80.27349085182874,0.8027349085182874,4.013674542591437,0.8987296584552433,1.0461444494441665
41,1,20,110.03001164486705,80.42715931605183,0.8042715931605183,4.021357965802592,0.9169241676900587,1.1003001164486705
42,1,20,112.77977301175257,77.46638293186747,0.7746638293186747,3.8733191465933734,0.8667832537190666,1.1277977301175257
43,1,20,98.14220846506365,76.86128292923716,0.7686128292923716,3.8430641464618582,0.880774528210958,0.9814220846506365
44,1,20,129.26291388826968,90.89525403599788,0.9089525403599787,4.544762701799894,0.9566097204898587,1.2926291388826967
45,1,20,120.5806187266724,88.95252919675967,0.8895252919675967,4.447626459837983,0.9636193013053592,1.205806187266724
46,1,20,128.2360638167341,87.81677217158767,0.8781677217158768,4.390838608579384,0.9477818265200196,1.282360638167341
47,1,20,114.73764790019447,88.29642942466782,0.8829642942466782,4.414821471233391,0.9577697333414708,1.1473764790019447
48,1,20,127.41645358499058,93.67372459417342,0.9367372459417342,4.683686229708671,0.970212547165511,1.2741645358499059
49,1,20,118.1713380983362,85.30760008979944,0.8530760008979944,4.2653800044899715,0.9219904957174192,1.181713380983362
50,1,20,101.20106672517882,75.59078157841437,0.7559078157841437,3.779539078920718,0.8721487395636849,1.0120106672517881
51,1,20,118.9773042146575,81.79589313124004,0.8179589313124004,4.089794656562002,0.91311994834839,1.1897730421465749
52,1,20,92.5020488901453,81.44255001968884,0.8144255001968884,4.0721275009844415,0.9103786151894036,0.925020488901453
53,1,20,119.02201292231298,85.38067624111288,0.8538067624111289,4.269033812055644,0.9353048870902556,1.1902201292231298
54,1,20,114.99671235582906,85.00197176179077,0.8500197176179077,4.250098588089538,0.9111014189464958,1.1499671235582907
55,1,20,115.32408334961968,80.98973983228369,0.8098973983228369,4.0494869916141845,0.9358838575690164,1.1532408334961968
56,1,20,125.8010372659646,88.56999375752086,0.8856999375752086,4.428499687876043,0.9427868270082469,1.2580103726596459
57,1,20,104.61273294620017,82.35652767334206,0.8235652767334206,4.1178263836671025,0.9229272689784148,1.0461273294620017
58,1,20,94.01393805711655,80.12434413287265,0.8012434413287265,4.006217206643632,0.9020819728309106,0.9401393805711655
59,1,20,115.64446099242411,87.47038236497637,0.8747038236497637,4.373519118248819,0.956451181397986,1.1564446099242411
60,1,20,109.63818025037666,81.4931189952075,0.8149311899520749,4.074655949760375,0.8985148765884345,1.0963818025037666
61,1,20,113.37778806811123,83.7794446693702,0.8377944466937021,4.18897223346851,0.9360209233711284,1.1337778806811123
62,1,20,93.35390096326984,77.0581216660586,0.770581216660586,3.85290608330293,0.9229093493676742,0.9335390096326983
63,1,20,100.38165767209935,76.54834263174271,0.7654834263174272,3.8274171315871355,0.8998114272992936,1.0038165767209934
64,1,20,99.4681112746867,74.47637197745544,0.7447637197745545,3.7238185988727723,0.8929607877172396,0.9946811127468671
65,1,20,120.60353077797178,87.91660237972813,0.8791660237972814,4.395830118986407,0.933061398164889,1.206035307779718
66,1,20,103.35581785058412,82.29586361393416,0.8229586361393416,4.114793180696708,0.9259644230888974,1.0335581785058412
67,1,20,109.11049675937238,84.20663766476244,0.8420663766476244,4.210331883238122,0.9156137780585071,1.0911049675937239
68,1,20,120.0645241560084,88.9297789308423,0.8892977893084231,4.446488946542115,0.947328652030874,1.2006452415600841
69,1,20,98.19835520278643,79.89273321687908,0.7989273321687907,3.994636660843954,0.9069598391972213,0.9819835520278644
70,1,20,103.60132225388722,74.7173384578758,0.7471733845787579,3.73586692289379,0.8629817799616432,1.0360132225388723
71,1,20,110.7045928665666,82.8662776446401,0.8286627764464011,4.143313882232006,0.8889289764246824,1.107045928665666
72,1,20,112.79274332025074,89.90859621684625,0.8990859621684625,4.495429810842312,0.9609143352788848,1.1279274332025073
73,1,20,117.28790925721466,78.47187309453606,0.7847187309453606,3.9235936547268033,0.8745086857392871,1.1728790925721466
74,1,20,101.5386247612849,74.2542527934262,0.742542527934262,3.7127126396713104,0.8659850914680804,1.015386247612849
75,1,20,109.71502559427907,82.91524041456637,0.8291524041456637,4.145762020728318,0.9254131403004823,1.0971502559427906
76,1,20,97.95097679120362,77.7176662822229,0.777176662822229,3.885883314111145,0.9200914829921458,0.9795097679120361
77,1,20,99.96732099987324,77.59188241822157,0.7759188241822157,3.8795941209110785,0.905181640632488,0.9996732099987323
78,1,20,98.94200205930734,77.86975138953697,0.7786975138953697,3.8934875694768487,0.8894043361920975,0.9894200205930734
79,1,20,86.47246930464951,74.71077830499557,0.7471077830499557,3.7355389152497787,0.9023346235970252,0.8647246930464951
80,1,20,95.78979968428447,77.83499984639288,0.7783499984639287,3.8917499923196437,0.8958614453486324,0.9578979968428447
81,1,20,110.5019791364283,85.14479874167435,0.8514479874167435,4.2572399370837175,0.9043119914821237,1.105019791364283
82,1,20,90.47878657767089,73.00402504130176,0.7300402504130176,3.650201252065088,0.8844713720102682,0.9047878657767089
83,1,20,104.88971466262883,79.95196755249296,0.7995196755249296,3.997598377624648,0.9141023278711761,1.0488971466262884
84,1,20,92.80463739221364,74.10608164514395,0.7410608164514394,3.7053040822571974,0.8951125661256206,0.9280463739221364
85,1,20,127.65524923884826,90.16320993673106,0.9016320993673106,4.508160496836553,0.9466313666571838,1.2765524923884826
86,1,20,101.47136343819966,79.9317462128327,0.7993174621283271,3.9965873106416354,0.9187450559414089,1.0147136343819967
87,1,20,118.26620994131196,86.02698061600762,0.8602698061600762,4.301349030800381,0.9263253503226585,1.1826620994131196
88,1,20,114.15977638993971,85.58251819555605,0.8558251819555605,4.279125909777802,0.9294267018087942,1.141597763899397
89,1,20,108.47847109580381,82.15317104585435,0.8215317104585435,4.107658552292717,0.9338635596103119,1.0847847109580382
90,1,20,112.02281253332379,83.59190428069245,0.8359190428069244,4.179595214034622,0.9242154481217021,1.1202281253332378
91,1,20,132.40868086401744,89.67208591324349,0.8967208591324349,4.483604295662174,0.9526622812610682,1.3240868086401745
92,1,20,128.26143916850597,92.95200927645935,0.9295200927645935,4.647600463822967,0.9600247602950722,1.2826143916850596
93,1,20,93.21932337924004,75.05287586676415,0.7505287586676416,3.7526437933382075,0.8655333490718499,0.9321932337924004
94,1,20,127.10748013130879,89.43123839896278,0.8943123839896278,4.4715619199481385,0.9551996980988466,1.271074801313088
95,1,20,100.53480730659103,79.60931245706318,0.7960931245706319,3.980465622853159,0.8990219809839838,1.0053480730659103
96,1,20,99.46086122829979,79.04544209277017,0.7904544209277017,3.9522721046385088,0.9130569883328162,0.9946086122829979
97,1,20,94.79190860484982,72.79534063329959,0.7279534063329959,3.6397670316649795,0.8871150135774529,0.9479190860484983
98,1,20,102.22934009816623,81.13480467927556,0.8113480467927556,4.056740233963778,0.9010444143974924,1.0222934009816624
99,1,20,93.01261342955226,71.73180699938784,0.7173180699938784,3.5865903499693923,0.8541567075969847,0.9301261342955226
100,1,20,116.6553837550405,88.4440082181698,0.884440082181698,4.42220041090849,0.9653982146143443,1.166553837550405
